fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distance_km,hour,day,month,weekday,peak_hour
9.7,2012-02-21 09:33:00+00:00,-73.990718,40.75192,-73.97305300000001,40.74423,2.0,1.7162774216521643,9,21,2,1,1
4.9,2011-09-01 09:21:40+00:00,-73.988908,40.756982,-73.981246,40.76005,1.0,0.7299655487746288,9,1,9,3,1
10.5,2011-03-19 23:58:27+00:00,-74.00566500000001,40.741138,-73.97783000000001,40.749338,2.0,2.5159500721199226,23,19,3,5,0
12.0,2015-03-25 08:58:35+00:00,-73.96253204345702,40.767189025878906,-73.97445678710938,40.75386047363281,1.0,1.7903192532934007,8,25,3,2,1
4.9,2009-08-08 00:20:00+00:00,-73.992075,40.719633,-73.985323,40.727405,1.0,1.0347036107861942,0,8,8,5,0
10.5,2014-02-18 14:26:00+00:00,-73.98002199999999,40.74599,-74.00343199999999,40.759667,1.0,2.4902437611966013,14,18,2,1,0
5.0,2015-03-03 23:15:03+00:00,-73.98918914794923,40.72914123535156,-73.9872817993164,40.72063446044922,2.0,0.9594688591854492,23,3,3,1,0
4.1,2009-11-26 02:58:00+00:00,-74.010798,40.726085,-74.00976700000001,40.737402,2.0,1.2613880250406697,2,26,11,3,0
7.7,2010-09-04 16:12:00+00:00,-73.9943,40.739512,-73.98807,40.724482,2.0,1.7517625820841332,16,4,9,5,0
12.9,2010-05-12 22:32:00+00:00,-73.972987,40.76404,-74.00782,40.714993,5.0,6.193235947014574,22,12,5,2,0
9.5,2009-02-12 17:52:18+00:00,-73.986059,40.757159,-73.97613,40.780589,1.0,2.736188804676341,17,12,2,3,1
5.0,2014-01-21 06:55:00+00:00,-73.957802,40.776372,-73.957422,40.78287,1.0,0.7232527134113472,6,21,1,1,0
12.0,2012-11-21 17:37:19+00:00,-73.993909,40.741551,-73.987874,40.770232,1.0,3.229439076734231,17,21,11,2,1
4.9,2009-05-06 20:06:23+00:00,-73.97778000000001,40.763656,-73.989486,40.772966,1.0,1.4295153219088255,20,6,5,2,0
7.3,2011-12-24 02:52:00+00:00,-73.971075,40.787833,-73.94495699999999,40.784302,5.0,2.23369622623384,2,24,12,5,0
25.7,2011-05-21 09:00:00+00:00,-73.944815,40.834367,-73.98933199999999,40.72192,4.0,13.053312139231393,9,21,5,5,1
7.7,2009-02-28 15:54:57+00:00,-74.004184,40.712975,-73.988385,40.725102,1.0,1.895046543276717,15,28,2,5,0
10.5,2013-02-11 19:09:00+00:00,-73.982085,40.771387,-73.95961,40.769445000000005,1.0,1.9049327090312598,19,11,2,0,1
11.0,2013-09-10 20:50:25+00:00,-73.991186,40.741393,-74.00971,40.716455,2.0,3.182113428966322,20,10,9,1,0
39.5,2014-06-04 06:49:00+00:00,-73.78808000000001,40.642187,-73.865042,40.725997,4.0,11.35614069827165,6,4,6,2,0
8.1,2009-06-05 05:35:00+00:00,-73.98869,40.751273,-73.95881,40.764643,3.0,2.9230196514166873,5,5,6,4,0
5.7,2011-02-19 16:31:00+00:00,-74.010863,40.710813,-74.001205,40.718745,1.0,1.2002121842411608,16,19,2,5,0
6.9,2011-08-31 19:47:00+00:00,-73.96869699999999,40.754998,-73.987302,40.73594,1.0,2.635787166699933,19,31,8,2,1
7.7,2010-05-18 21:28:00+00:00,-73.96837,40.759005,-73.979105,40.77757,3.0,2.253610790734484,21,18,5,1,0
29.0,2014-02-13 17:57:00+00:00,-73.9926,40.753172,-73.908508,40.816192,1.0,9.96149645657077,17,13,2,3,1
15.7,2010-04-01 14:42:00+00:00,-73.97336,40.786952,-73.97281,40.743548,1.0,4.826526866190054,14,1,4,3,0
9.0,2014-04-02 14:58:32+00:00,-73.970164,40.765016,-73.962801,40.77478,1.0,1.2502909601084295,14,2,4,2,0
4.9,2011-02-01 15:25:03+00:00,-73.987139,40.753038,-73.97779399999999,40.751834,1.0,0.7984731247779031,15,1,2,1,0
5.4,2009-01-10 22:43:36+00:00,-73.994222,40.751229,-73.99833100000001,40.744342,1.0,0.8403949918801816,22,10,1,5,0
3.3,2012-07-12 00:59:02+00:00,-73.982371,40.765501,-73.985248,40.762808,1.0,0.3851987079577812,0,12,7,3,0
8.9,2009-02-19 08:28:42+00:00,-73.977137,40.779272,-73.970457,40.757972,1.0,2.4343428137760386,8,19,2,3,1
17.0,2014-01-16 14:58:09+00:00,-73.9939,40.751714,-73.958575,40.76039,1.0,3.127905212817655,14,16,1,3,0
12.0,2015-01-04 09:17:47+00:00,-73.97952270507811,40.72731018066406,-73.98487854003906,40.760650634765625,1.0,3.7346456139403044,9,4,1,6,1
56.8,2013-01-03 22:24:41+00:00,-73.993498,40.764686,-73.993498,40.764686,1.0,0.0,22,3,1,3,0
13.5,2013-05-23 10:57:00+00:00,-73.96204300000001,40.805372,-73.988447,40.770140000000005,1.0,4.504354287329432,10,23,5,3,0
7.7,2009-10-03 18:25:00+00:00,-73.983052,40.776055,-73.97409300000001,40.763797,1.0,1.5578986978694247,18,3,10,5,1
13.3,2011-08-15 13:55:53+00:00,-73.9859,40.7277,-73.9825,40.7719,1.0,4.923153810340857,13,15,8,0,0
14.9,2012-05-25 03:19:00+00:00,-73.997385,40.720822,-73.955628,40.782252,1.0,7.683147455752126,3,25,5,4,0
7.5,2012-12-09 02:12:29+00:00,-73.937809,40.850558,-73.94445400000001,40.834959000000005,1.0,1.8223740334961307,2,9,12,6,0
16.9,2009-04-09 11:27:00+00:00,-73.986593,40.759143,-74.001767,40.72012,1.0,4.523566835042306,11,9,4,3,0
11.0,2014-11-13 20:12:25+00:00,-73.958903,40.815239,-73.980862,40.78261,1.0,4.07189058969626,20,13,11,3,0
6.5,2010-03-05 22:41:05+00:00,-73.990305,40.756175,-74.00367800000001,40.759173,1.0,1.1746720856072934,22,5,3,4,0
6.5,2009-01-09 14:24:24+00:00,-73.968111,40.765625,-73.980863,40.75916,1.0,1.2923801933413652,14,9,1,4,0
5.3,2009-07-10 01:01:00+00:00,-73.98973000000001,40.734507,-74.001847,40.740387,1.0,1.2123198451310546,1,10,7,4,0
4.1,2009-02-02 16:58:00+00:00,-73.954332,40.77406,-73.952558,40.766325,2.0,0.8729704691963855,16,2,2,0,0
9.0,2015-06-17 17:52:03+00:00,-73.97213745117188,40.7498893737793,-73.98185729980467,40.73242568969727,1.0,2.107472694933641,17,17,6,2,1
17.3,2011-10-30 11:34:39+00:00,-73.975307,40.757499,-74.010737,40.711715000000005,3.0,5.90163546525877,11,30,10,6,0
6.5,2011-06-22 06:20:00+00:00,-73.997925,40.749805,-74.003443,40.754337,2.0,0.6855631370929556,6,22,6,2,0
20.0,2013-10-19 20:21:00+00:00,-73.977453,40.785215,-73.98595,40.734955,1.0,5.634292439467136,20,19,10,5,0
13.0,2014-08-22 14:58:01+00:00,-73.993619,40.749808,-73.992512,40.756546,2.0,0.7550116501421871,14,22,8,4,0
6.0,2014-05-05 19:27:00+00:00,0.0,0.0,0.0,0.0,1.0,0.0,19,5,5,0,1
5.5,2013-01-02 19:16:00+00:00,-73.968242,40.762112,-73.979687,40.765432,1.0,1.032173477332261,19,2,1,2,1
15.5,2012-12-22 15:35:00+00:00,-73.98994499999999,40.733990000000006,-73.95831,40.780797,1.0,5.847115069381825,15,22,12,5,0
8.5,2015-02-16 11:19:55+00:00,-73.99765014648438,40.73622131347656,-73.9818115234375,40.76134872436523,2.0,3.0962604236484066,11,16,2,0,0
7.5,2013-02-01 20:56:22+00:00,-73.99793299999999,40.756223,-73.98152900000001,40.742386,1.0,2.0680418322702963,20,1,2,4,0
6.9,2009-05-20 10:23:00+00:00,-73.94945799999999,40.773348,-73.964993,40.76659,5.0,1.5086958059318756,10,20,5,2,0
21.0,2015-05-17 14:56:39+00:00,-73.95431518554686,40.76970291137695,-73.9901351928711,40.75743865966797,1.0,3.3106837403035665,14,17,5,6,0
4.1,2012-06-28 20:10:44+00:00,-73.99455400000001,40.721011,-73.989079,40.722964000000005,2.0,0.509945493115562,20,28,6,3,0
5.7,2011-12-10 01:43:00+00:00,-73.99096800000001,40.72757,-73.99136999999999,40.74472,1.0,1.907293758427653,1,10,12,5,0
19.3,2009-03-11 09:31:02+00:00,-74.013173,40.704148,-73.984285,40.754962,1.0,6.152295773060586,9,11,3,2,1
17.3,2010-12-11 04:25:12+00:00,-73.995721,40.767201,-73.951222,40.723918,4.0,6.100532472814172,4,11,12,5,0
12.0,2014-04-15 09:19:00+00:00,-74.010142,40.719717,-74.013625,40.702315000000006,1.0,1.9571569688897406,9,15,4,1,1
11.3,2012-04-05 20:21:06+00:00,-73.98149599999999,40.768334,-73.95610400000001,40.804763,1.0,4.580221955926083,20,5,4,3,0
9.7,2010-04-25 20:11:00+00:00,-73.94984000000001,40.796042,-73.962738,40.759112,3.0,4.247616454477461,20,25,4,6,0
4.9,2012-05-02 19:12:40+00:00,-73.98698900000001,40.7208,-73.976607,40.722857,1.0,0.904326597284723,19,2,5,2,1
11.0,2015-05-28 13:31:03+00:00,-73.96671295166014,40.80403518676758,-73.93840026855469,40.79726791381836,1.0,2.4991455828755895,13,28,5,3,0
3.5,2015-05-21 01:35:16+00:00,-73.97534942626955,40.75249099731445,-73.97386169433594,40.7488899230957,2.0,0.4195742643581136,1,21,5,3,0
26.1,2012-06-24 01:35:45+00:00,-73.97613199999999,40.744211,-73.90495,40.876687,2.0,15.902236401258522,1,24,6,6,0
8.1,2010-10-16 21:23:00+00:00,-73.982543,40.731653,-73.954875,40.768787,5.0,4.741476721199423,21,16,10,5,0
49.57,2009-08-07 10:43:07+00:00,-73.97505799999999,40.78882,-73.97505799999999,40.78882,1.0,0.0,10,7,8,4,0
7.7,2010-09-08 10:16:01+00:00,-73.987383,40.721255,-73.95473299999999,40.730683,1.0,2.944303655479913,10,8,9,2,0
5.3,2012-04-05 18:10:00+00:00,-73.971503,40.760135,-73.961437,40.768975,1.0,1.2980342813629508,18,5,4,3,1
4.5,2010-09-22 12:15:00+00:00,-73.98192,40.761172,-74.016152,40.704765,1.0,6.903595570456372,12,22,9,2,0
7.3,2010-01-23 03:24:00+00:00,-74.008325,40.725947,-73.988232,40.720322,1.0,1.8050934072634248,3,23,1,5,0
6.5,2013-02-15 18:49:00+00:00,-73.99260500000001,40.733957,-73.980698,40.742135,1.0,1.3540018764347932,18,15,2,4,1
5.3,2012-08-12 18:48:00+00:00,-73.986465,40.755052,-73.996115,40.744817,3.0,1.3985774606878707,18,12,8,6,1
9.3,2010-03-12 12:07:38+00:00,-73.95770999999999,40.765555,-73.97005899999999,40.762758000000005,1.0,1.0855333061487662,12,12,3,4,0
6.1,2011-12-02 14:07:00+00:00,0.0,0.0,0.0,0.0,1.0,0.0,14,2,12,4,0
3.7,2009-04-14 11:49:40+00:00,-73.97645899999999,40.744077,-73.983699,40.734203,1.0,1.2560027307658577,11,14,4,1,0
4.0,2014-04-27 13:02:13+00:00,-73.950582,40.786452,-73.9575,40.776686,1.0,1.2322837337529586,13,27,4,6,0
9.5,2015-04-11 08:47:47+00:00,-73.97843170166014,40.75239944458008,-74.00042724609375,40.74211883544922,1.0,2.1771818624477937,8,11,4,5,1
4.5,2011-10-03 20:29:00+00:00,-73.990055,40.756413,-73.983047,40.756727000000005,3.0,0.5913089720404944,20,3,10,0,0
3.3,2010-04-26 03:12:44+00:00,-73.982326,40.731314000000005,-73.989649,40.734398,1.0,0.7059199000021206,3,26,4,0,0
30.9,2011-11-18 09:51:00+00:00,-73.995888,40.759078,-73.86500500000001,40.770452,1.0,11.09511082364179,9,18,11,4,1
26.9,2009-08-30 14:03:55+00:00,-73.990137,40.756007,-73.929361,40.774553,1.0,5.518253928148504,14,30,8,6,0
9.0,2014-02-19 18:02:00+00:00,-73.95828,40.7689,-73.97351,40.782907,5.0,2.0175405131104744,18,19,2,2,1
4.1,2011-02-20 21:01:58+00:00,-73.977633,40.753166,-73.981589,40.757359,1.0,0.5730736600563187,21,20,2,6,0
14.9,2011-02-04 11:48:00+00:00,-73.96221800000001,40.640218,-73.96804300000001,40.640505,1.0,0.4925258833326761,11,4,2,4,0
6.5,2009-07-31 09:29:00+00:00,-74.00054499999999,40.737462,-74.00954499999999,40.713217,5.0,2.8005690771507434,9,31,7,4,1
43.0,2015-05-15 18:58:16+00:00,-73.86270141601562,40.76895904541016,-73.99909210205078,40.74182891845703,2.0,11.877744453667193,18,15,5,4,1
8.0,2012-12-04 22:12:00+00:00,-73.984463,40.742792,-73.97735,40.761375,5.0,2.1514498437714833,22,4,12,1,0
6.0,2015-04-21 01:38:11+00:00,-73.95018768310547,40.71929550170898,-73.94046020507811,40.724212646484375,1.0,0.9853746921334355,1,21,4,1,0
4.0,2013-05-03 18:26:00+00:00,-73.988752,40.758687,-73.98508000000001,40.773772,1.0,1.7056436942565185,18,3,5,4,1
3.7,2010-03-30 21:29:00+00:00,-73.984218,40.732007,-73.979443,40.727617,5.0,0.6325948765672403,21,30,3,1,0
10.1,2012-03-07 17:34:45+00:00,-73.99268000000001,40.768321,-74.00233,40.746864,2.0,2.520556440910174,17,7,3,2,1
18.0,2015-01-30 22:04:27+00:00,-73.95474243164062,40.68746948242188,-73.98821258544923,40.73051071166992,1.0,5.555583502410078,22,30,1,4,0
5.7,2009-02-04 18:22:03+00:00,-73.988433,40.737176,-73.981018,40.747329,1.0,1.2902700094439568,18,4,2,2,1
6.5,2012-06-10 15:18:00+00:00,-73.964187,40.757303,-73.98338199999999,40.743835,1.0,2.203897630065782,15,10,6,6,0
35.3,2009-05-15 21:06:32+00:00,-73.77674300000001,40.645374,-73.91340799999999,40.745943,1.0,16.05626751192378,21,15,5,4,0
6.1,2012-07-19 17:49:00+00:00,-73.997893,40.735897,-74.00654300000001,40.746245,5.0,1.3620067732516656,17,19,7,3,1
4.9,2011-06-19 18:23:00+00:00,-73.98575799999999,40.753255,-73.98142,40.746513,1.0,0.8339951625059994,18,19,6,6,1
6.1,2011-07-22 22:06:41+00:00,-73.9956,40.754782,-74.002493,40.734401,1.0,2.339478332785371,22,22,7,4,0
10.0,2013-02-25 15:56:00+00:00,-73.976022,40.76004,-73.982853,40.74504,1.0,1.7643864118749792,15,25,2,0,0
10.5,2014-06-15 15:25:59+00:00,-73.98860400000001,40.778445,-73.99493100000001,40.749954,1.0,3.2125544189207575,15,15,6,6,0
8.9,2012-04-25 18:17:58+00:00,-73.997975,40.720503,-74.001847,40.737797,1.0,1.9504871655302556,18,25,4,2,1
6.5,2010-08-20 19:39:48+00:00,0.0,0.0,0.0,0.0,1.0,0.0,19,20,8,4,1
13.0,2013-03-28 14:03:00+00:00,-74.006395,40.749657,-73.978468,40.753897,5.0,2.3992142001334784,14,28,3,3,0
6.9,2012-01-25 00:20:00+00:00,-73.990318,40.737122,-73.97627,40.744955,1.0,1.4694752956436574,0,25,1,2,0
9.7,2009-11-02 09:27:00+00:00,-73.982613,40.771843,-73.978862,40.754318,2.0,1.9741320914553109,9,2,11,0,1
10.1,2009-09-12 01:47:00+00:00,-73.980253,40.765255,-73.974253,40.731925,2.0,3.7404332859761027,1,12,9,5,0
9.7,2011-07-06 17:15:14+00:00,-73.954797,40.767289,-73.974788,40.754888,1.0,2.176308356423708,17,6,7,2,1
5.3,2010-09-21 12:38:00+00:00,-73.956158,40.781593,-73.966138,40.773645,1.0,1.219521729789425,12,21,9,1,0
5.7,2010-01-14 06:47:15+00:00,-73.991201,40.750336,-73.977786,40.752390000000005,1.0,1.1528712807877448,6,14,1,3,0
7.5,2014-11-10 05:48:48+00:00,-73.97513199999999,40.73302,-73.977113,40.752058,1.0,2.123497519022655,5,10,11,0,0
10.5,2010-09-10 16:28:00+00:00,-73.995627,40.749295,-73.965087,40.77161,1.0,3.5739561434809604,16,10,9,4,0
6.1,2010-11-24 18:13:00+00:00,-73.985523,40.760627,-73.98918499999999,40.774452,1.0,1.5678988052200984,18,24,11,2,1
6.5,2015-04-04 22:40:32+00:00,-74.00299072265625,40.73112869262695,-74.00541687011719,40.74004364013672,1.0,1.0121540204244837,22,4,4,5,0
7.7,2009-01-04 13:51:00+00:00,-73.962497,40.76308,-73.98472,40.736343,1.0,3.513300762626753,13,4,1,6,0
6.9,2010-03-20 15:43:00+00:00,0.0,0.0,0.0,0.0,2.0,0.0,15,20,3,5,0
6.1,2010-09-22 00:13:20+00:00,-74.001561,40.735996,-73.986623,40.74737,2.0,1.784196008998734,0,22,9,2,0
8.9,2009-06-02 00:29:00+00:00,-74.008055,40.711553,-73.997185,40.679587,1.0,3.6706908026919773,0,2,6,1,0
9.0,2013-08-18 01:30:00+00:00,-73.978163,40.74563,-73.952042,40.773192,2.0,3.7726588037335707,1,18,8,6,0
15.0,2014-09-23 00:15:52+00:00,-73.994126,40.750917,-73.949428,40.781336,1.0,5.060737421253092,0,23,9,1,0
15.0,2015-01-14 21:56:18+00:00,-73.98861694335938,40.74912643432617,-73.95635986328125,40.747520446777344,4.0,2.7231820866474306,21,14,1,2,0
12.9,2009-09-03 14:52:00+00:00,-74.010698,40.710985,-73.991138,40.750717,1.0,4.7154129296757885,14,3,9,3,0
7.5,2014-04-21 20:40:00+00:00,-73.976543,40.788207,-73.954575,40.777842,1.0,2.179308513965778,20,21,4,0,0
9.5,2015-04-06 19:31:59+00:00,-74.006591796875,40.74441146850585,-73.9863739013672,40.74319076538085,2.0,1.7086613237519181,19,6,4,0,1
5.3,2011-09-13 12:05:30+00:00,-73.965744,40.754379,-73.9672,40.765067,1.0,1.1947615683541197,12,13,9,1,0
8.0,2015-02-10 15:21:15+00:00,-73.99436950683594,40.74667739868164,-73.97766876220702,40.73911666870117,1.0,1.6390199715194813,15,10,2,1,0
11.3,2009-12-01 11:47:00+00:00,-73.944435,40.778137,-73.980463,40.782295,3.0,3.0685565696658323,11,1,12,1,0
38.54,2015-06-16 09:54:20+00:00,-73.86276245117188,40.76879119873047,-73.9787368774414,40.7530403137207,6.0,9.92355494156674,9,16,6,1,1
6.1,2009-09-04 10:58:06+00:00,-73.968942,40.785745,-73.963131,40.774204,1.0,1.3734111253731114,10,4,9,4,0
18.0,2015-02-13 23:24:04+00:00,-73.98103332519531,40.75872802734375,-73.95498657226562,40.73442077636719,2.0,3.4813755859195163,23,13,2,4,0
6.0,2015-04-04 11:38:38+00:00,-73.98799133300781,40.7493782043457,-73.98880767822266,40.75851821899415,1.0,1.018646785951267,11,4,4,5,0
12.5,2013-05-10 15:10:00+00:00,-73.991377,40.70255,-73.999735,40.734407,1.0,3.611691383076849,15,10,5,4,0
16.5,2010-04-13 00:10:05+00:00,-73.98715200000001,40.750756,-73.90238000000001,40.741637,1.0,7.21300705553533,0,13,4,1,0
5.5,2013-01-30 14:17:55+00:00,-73.97497800000001,40.762812,-73.981365,40.756102,1.0,0.9198258898449365,14,30,1,2,0
13.7,2011-10-19 10:19:31+00:00,-73.992956,40.754508,-73.99911800000001,40.722575,1.0,3.588540066283167,10,19,10,2,0
8.9,2010-11-15 18:45:00+00:00,-74.00662,40.704113,-74.009975,40.735007,1.0,3.4468724054589925,18,15,11,0,1
4.0,2015-02-10 05:50:51+00:00,-73.94662475585938,40.77677917480469,-73.95352935791014,40.7799072265625,5.0,0.6774814491393192,5,10,2,1,0
4.9,2010-05-24 17:57:00+00:00,-73.976452,40.780742,-73.98034200000001,40.770673,2.0,1.1665531190265834,17,24,5,0,1
4.9,2010-06-01 14:13:38+00:00,-73.968681,40.754807,-73.97859,40.756029,1.0,0.8456285888429903,14,1,6,1,0
8.5,2012-09-19 13:52:17+00:00,-73.95854200000001,40.780734,-73.975443,40.777022,2.0,1.4817276451346284,13,19,9,2,0
3.7,2011-02-14 10:17:48+00:00,-73.980351,40.780344,-73.980011,40.785561,1.0,0.5808098221205142,10,14,2,0,0
6.5,2014-06-24 09:52:00+00:00,-74.01512199999999,40.715795,-74.008495,40.72814,5.0,1.4819598323631984,9,24,6,1,1
4.9,2009-09-08 20:54:13+00:00,-73.97646999999999,40.735987,-73.981563,40.728817,1.0,0.905423708906782,20,8,9,1,0
9.3,2012-01-12 16:39:00+00:00,-73.95428199999999,40.764102,-73.973425,40.782708,1.0,2.6227512781387774,16,12,1,3,0
29.0,2012-10-16 13:13:00+00:00,-73.8709,40.7738,-73.98174200000001,40.767455,1.0,9.360768533852015,13,16,10,1,0
6.5,2010-01-29 19:26:41+00:00,-73.985129,40.778954,-73.98058499999999,40.765687,1.0,1.5240410906894766,19,29,1,4,1
8.2,2009-01-26 20:46:01+00:00,-73.98349,40.765833,-73.96135100000001,40.768866,1.0,1.894701716882508,20,26,1,0,0
11.0,2013-05-30 20:38:11+00:00,-73.988536,40.753911,-73.989873,40.726236,3.0,3.079380481807256,20,30,5,3,0
4.5,2014-01-22 21:01:18+00:00,-73.992937,40.75778,-73.992937,40.75778,1.0,0.0,21,22,1,2,0
4.5,2013-06-08 07:24:00+00:00,-73.992667,40.753087,-73.986788,40.761582,5.0,1.0665228872948038,7,8,6,5,1
9.0,2014-04-19 02:10:00+00:00,-73.997222,40.763667,-74.01061700000001,40.730022,3.0,3.907626452664686,2,19,4,5,0
14.5,2010-07-14 17:38:00+00:00,0.001782,0.0073799999999999,0.000875,0.00567,1.0,0.21523469146035185,17,14,7,2,1
5.0,2013-10-14 20:28:00+00:00,-73.97274,40.798322,-73.961262,40.806462,1.0,1.3238698966663498,20,14,10,0,0
7.3,2012-06-26 08:43:49+00:00,-73.989391,40.752278,-73.972785,40.74995,1.0,1.4225729965183884,8,26,6,1,1
9.5,2015-02-26 02:30:00+00:00,-73.98402404785155,40.72166061401367,-74.01074981689453,40.716812133789055,1.0,2.315974542038521,2,26,2,3,0
7.5,2015-02-18 01:55:20+00:00,-74.00408172607422,40.74240112304688,-73.98440551757811,40.74317169189453,1.0,1.659865090751315,1,18,2,2,0
7.7,2010-11-13 00:25:33+00:00,-73.97444499999999,40.764015,-73.983595,40.744184,2.0,2.335917669656976,0,13,11,5,0
9.7,2009-05-26 21:57:00+00:00,-74.007912,40.73873,-73.97750500000001,40.761727,1.0,3.61936051047296,21,26,5,1,0
15.0,2015-01-16 19:54:02+00:00,-74.00211334228516,40.75183868408203,-73.9917221069336,40.72645950317383,1.0,2.9547151357475285,19,16,1,4,1
8.0,2013-05-16 22:16:45+00:00,-73.99575899999999,40.759149,-73.991388,40.750227,3.0,1.0581957667706072,22,16,5,3,0
13.7,2010-10-06 19:29:00+00:00,-73.985623,40.763017,-74.009812,40.719408,5.0,5.259919249140903,19,6,10,2,1
6.0,2015-01-10 12:39:47+00:00,-73.98212432861328,40.75581741333008,-73.9708251953125,40.7557487487793,1.0,0.9517572591203906,12,10,1,5,0
7.7,2011-06-17 21:30:00+00:00,-73.977147,40.789653,-73.954115,40.773782,5.0,2.6220299930091606,21,17,6,4,0
10.5,2011-09-14 20:56:00+00:00,-73.981387,40.758807,-73.947467,40.779305,1.0,3.6544157437306937,20,14,9,2,0
22.0,2013-01-30 18:53:09+00:00,-73.983363,40.744282,-73.973965,40.795451,1.0,5.744512115298314,18,30,1,2,1
7.5,2014-03-25 20:14:00+00:00,-73.97287,40.76444,-73.98841999999999,40.76914,1.0,1.4099916100494958,20,25,3,1,0
11.5,2015-02-25 19:43:28+00:00,-73.96995544433594,40.78917694091797,-73.9461669921875,40.77772903442383,5.0,2.3731585592009217,19,25,2,2,1
4.5,2012-03-02 20:16:00+00:00,-73.98613,40.763425,-73.977522,40.765007,5.0,0.7459972944864601,20,2,3,4,0
8.1,2011-05-05 20:41:00+00:00,-73.96494,40.775277,-73.975652,40.791703000000005,1.0,2.0370259456142437,20,5,5,3,0
14.5,2012-01-25 10:01:00+00:00,-73.954252,40.7665,-73.989683,40.736847,1.0,4.44740600628784,10,25,1,2,0
18.0,2012-11-17 23:42:10+00:00,-73.96534399999999,40.806353,-73.97635799999999,40.750622,1.0,6.2660132208238535,23,17,11,5,0
8.1,2010-09-10 01:17:00+00:00,-73.982563,40.727365,-73.953233,40.777548,1.0,6.102563365802962,1,10,9,4,0
4.5,2011-09-13 13:21:49+00:00,-73.99502700000001,40.744631,-74.000213,40.7352,1.0,1.1360583692717388,13,13,9,1,0
3.3,2011-10-08 20:06:00+00:00,-74.001113,40.741735,-73.998253,40.745095,3.0,0.4445689514862657,20,8,10,5,0
19.7,2012-05-13 13:54:45+00:00,-73.963411,40.798469,-74.00077900000001,40.729345,1.0,8.3055789861904,13,13,5,6,0
8.1,2012-04-14 02:17:00+00:00,-73.981785,40.763397,-74.004152,40.742437,1.0,2.9969270718321783,2,14,4,5,0
6.5,2010-09-24 12:14:00+00:00,-73.972497,40.75278,-73.95885,40.763898,3.0,1.6880674480114541,12,24,9,4,0
14.5,2014-05-28 01:00:00+00:00,-74.005477,40.738575,-73.97272199999999,40.756735,5.0,3.4192496693073453,1,28,5,2,0
24.0,2009-05-12 10:32:00+00:00,-73.98155799999999,40.783752,-73.900931,40.893366,1.0,13.948682332463887,10,12,5,1,0
10.5,2012-08-07 20:53:18+00:00,-73.96593,40.805358,-73.949923,40.778868,1.0,3.2391561174387076,20,7,8,1,0
8.9,2009-09-24 16:21:42+00:00,-73.95208000000001,40.790119,-73.963637,40.79809,1.0,1.3160909366279447,16,24,9,3,0
14.1,2011-04-03 00:01:40+00:00,-74.00019,40.718336,-73.956801,40.764745,1.0,6.323957675092993,0,3,4,6,0
6.1,2012-03-22 07:14:24+00:00,-73.965017,40.764308,-73.98105699999999,40.760887,1.0,1.4034474302684778,7,22,3,3,1
7.3,2011-04-22 10:14:49+00:00,-73.98478399999999,40.736512,-73.976727,40.751746,1.0,1.8248727216357128,10,22,4,4,0
